"graph_name","weight_method","component_mode","baseline_class","n_thresholds_evaluated","n_distinct_predictions","classes_seen","prop_matching_baseline","stable","n_unclassifiable"
"insecta-ant-colony4-day06","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony4-day07","adjacency","largest_component","Spatial",10,1,"Spatial",1,TRUE,0
"insecta-ant-colony4-day08","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony4-day09","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony4-day10","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony4-day11","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony4-day12","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.7,FALSE,0
"insecta-ant-colony4-day13","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.7,FALSE,0
"insecta-ant-colony4-day14","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.6,FALSE,0
"insecta-ant-colony4-day15","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony4-day16","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony4-day17","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.7,FALSE,0
"insecta-ant-colony4-day18","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony4-day19","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.6,FALSE,0
"insecta-ant-colony4-day20","adjacency","largest_component","ER",10,3,"ER, SF, Spatial",0.1,FALSE,0
"insecta-ant-colony4-day21","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.7,FALSE,0
"insecta-ant-colony4-day22","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.7,FALSE,0
"insecta-ant-colony4-day23","adjacency","largest_component","SF",10,2,"SF, Spatial",0.6,FALSE,0
"insecta-ant-colony4-day24","adjacency","largest_component","SF",10,2,"SF, Spatial",0.3,FALSE,0
"insecta-ant-colony4-day25","adjacency","largest_component","SF",10,2,"SF, Spatial",0.4,FALSE,0
"insecta-ant-colony4-day26","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.7,FALSE,0
"insecta-ant-colony4-day27","adjacency","largest_component","SF",10,2,"SF, Spatial",0.6,FALSE,0
"insecta-ant-colony4-day28","adjacency","largest_component","Spatial",10,1,"Spatial",1,TRUE,0
"insecta-ant-colony4-day29","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.7,FALSE,0
"insecta-ant-colony4-day30","adjacency","largest_component","SF",10,2,"SF, Spatial",0.1,FALSE,0
"insecta-ant-colony4-day31","adjacency","largest_component","SF",10,2,"SF, Spatial",0.4,FALSE,0
"insecta-ant-colony4-day32","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony4-day33","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony4-day34","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony4-day35","adjacency","largest_component","SF",10,2,"SF, Spatial",0.3,FALSE,0
"insecta-ant-colony4-day36","adjacency","largest_component","Spatial",10,1,"Spatial",1,TRUE,0
"insecta-ant-colony4-day37","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony4-day38","adjacency","largest_component","Spatial",10,1,"Spatial",1,TRUE,0
"insecta-ant-colony4-day39","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony4-day40","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony4-day41","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.7,FALSE,0
"insecta-ant-colony5","adjacency","largest_component","ER",7,2,"ER, Spatial",0.428571428571429,FALSE,0
"insecta-ant-colony5-day01","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony5-day02","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony5-day03","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony5-day04","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.7,FALSE,0
"insecta-ant-colony5-day05","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.7,FALSE,0
"insecta-ant-colony5-day06","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony5-day07","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony5-day08","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.7,FALSE,0
"insecta-ant-colony5-day09","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony5-day10","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony5-day11","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony5-day12","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony5-day13","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony5-day14","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony5-day15","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony5-day16","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony5-day17","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony5-day18","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony5-day19","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony5-day20","adjacency","largest_component","Spatial",10,1,"Spatial",1,TRUE,0
"insecta-ant-colony5-day21","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony5-day22","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony5-day23","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony5-day24","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony5-day25","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony5-day26","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony5-day27","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony5-day28","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony5-day29","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony5-day30","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.7,FALSE,0
"insecta-ant-colony5-day31","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.7,FALSE,0
"insecta-ant-colony5-day32","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.5,FALSE,0
"insecta-ant-colony5-day33","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.5,FALSE,0
"insecta-ant-colony5-day34","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony5-day35","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.5,FALSE,0
"insecta-ant-colony5-day36","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony5-day37","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony5-day38","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.5,FALSE,0
"insecta-ant-colony5-day39","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.6,FALSE,0
"insecta-ant-colony5-day40","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.5,FALSE,0
"insecta-ant-colony5-day41","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.6,FALSE,0
"insecta-ant-colony6","adjacency","largest_component","ER",8,2,"ER, Spatial",0.375,FALSE,0
"insecta-ant-colony6-day01","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony6-day02","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day03","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day04","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day05","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony6-day06","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony6-day07","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony6-day08","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day09","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony6-day10","adjacency","largest_component","Spatial",10,1,"Spatial",1,TRUE,0
"insecta-ant-colony6-day11","adjacency","largest_component","Spatial",10,1,"Spatial",1,TRUE,0
"insecta-ant-colony6-day12","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day13","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day14","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day15","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day16","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day17","adjacency","largest_component","Spatial",10,1,"Spatial",1,TRUE,0
"insecta-ant-colony6-day18","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day19","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day20","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day21","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day22","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day23","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony6-day24","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day25","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony6-day26","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony6-day27","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony6-day28","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony6-day29","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day30","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day31","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day32","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony6-day33","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day34","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.7,FALSE,0
"insecta-ant-colony6-day35","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.6,FALSE,0
"insecta-ant-colony6-day36","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony6-day37","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"insecta-ant-colony6-day38","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-colony6-day39","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.8,FALSE,0
"insecta-ant-trophallaxis-colony1","adjacency","largest_component","SF",10,1,"SF",1,TRUE,0
"insecta-ant-trophallaxis-colony1-day1","adjacency","largest_component","SF",4,2,"sbm, SF",0.25,FALSE,2
"insecta-ant-trophallaxis-colony1-day2","adjacency","largest_component","ER",2,1,"ER",0.5,TRUE,1
"insecta-ant-trophallaxis-colony1-day3","adjacency","largest_component","SF",2,1,"SF",0.5,TRUE,1
"insecta-ant-trophallaxis-colony1-day4","adjacency","largest_component","ER",3,3,"ER, sbm, SF",0.333333333333333,FALSE,0
"insecta-ant-trophallaxis-colony1-day5","adjacency","largest_component","SF",2,1,"SF",0.5,TRUE,1
"insecta-ant-trophallaxis-colony1-day7","adjacency","largest_component","ER",4,2,"ER, SF",0.5,FALSE,1
"insecta-ant-trophallaxis-colony1-day8","adjacency","largest_component","ER",5,4,"ER, sbm, SF, SW",0.2,FALSE,1
"insecta-ant-trophallaxis-colony2","adjacency","largest_component","SF",10,1,"SF",1,TRUE,0
"insecta-ant-trophallaxis-colony2-day1","adjacency","largest_component","SF",5,2,"ER, SF",0.6,FALSE,1
"insecta-ant-trophallaxis-colony2-day2","adjacency","largest_component","ER",2,1,"ER",0.5,TRUE,1
"insecta-ant-trophallaxis-colony2-day3","adjacency","largest_component","ER",3,2,"ER, SF",0.333333333333333,FALSE,0
"insecta-ant-trophallaxis-colony2-day4","adjacency","largest_component","SF",4,1,"SF",1,TRUE,0
"insecta-ant-trophallaxis-colony2-day5","adjacency","largest_component","ER",1,1,"ER",1,TRUE,0
"insecta-ant-trophallaxis-colony2-day6","adjacency","largest_component","SF",2,1,"SF",0.5,TRUE,1
"insecta-ant-trophallaxis-colony2-day7","adjacency","largest_component","SF",5,2,"sbm, SF",0.2,FALSE,1
"insecta-ant-trophallaxis-colony2-day8","adjacency","largest_component","SF",6,2,"SF, SW",0.666666666666667,FALSE,1
"insecta-beetle-group-c1-period-1","adjacency","largest_component","sbm",10,2,"sbm, SF",0.1,FALSE,0
"insecta-beetle-group-c1-period-2","adjacency","largest_component","SF",10,3,"sbm, SF, Spatial",0.8,FALSE,0
"insecta-beetle-group-c2-period-1","adjacency","largest_component","SF",10,1,"SF",1,TRUE,0
"insecta-beetle-group-c2-period-2","adjacency","largest_component","SF",10,2,"sbm, SF",0.9,FALSE,0
"insecta-beetle-group-c3-period-1","adjacency","largest_component","ER",10,3,"ER, sbm, SF",0.2,FALSE,0
"insecta-beetle-group-c3-period-2","adjacency","largest_component","SF",10,3,"ER, SF, Spatial",0.4,FALSE,0
"insecta-beetle-group-c4-period-1","adjacency","largest_component","sbm",10,4,"ER, sbm, SF, Spatial",0.3,FALSE,0
"insecta-beetle-group-c4-period-2","adjacency","largest_component","ER",10,3,"ER, SF, Spatial",0.2,FALSE,0
"insecta-beetle-group-t1-period-1","adjacency","largest_component","SF",10,1,"SF",1,TRUE,0
"insecta-beetle-group-t2-period-1","adjacency","largest_component","SF",10,1,"SF",1,TRUE,0
"insecta-beetle-group-t3-period-1","adjacency","largest_component","sbm",10,2,"sbm, SF",0.2,FALSE,0
"insecta-beetle-group-t4-period-1","adjacency","largest_component","SF",10,1,"SF",1,TRUE,0
"mammalia-baboon-association-group03","adjacency","largest_component","SF",2,1,"SF",0.5,TRUE,1
"mammalia-baboon-association-group07","adjacency","largest_component","ER",6,2,"ER, SF",0.166666666666667,FALSE,1
"mammalia-baboon-association-group08","adjacency","largest_component","SF",6,2,"SF, Spatial",0.833333333333333,FALSE,0
"mammalia-baboon-association-group09","adjacency","largest_component","SF",4,1,"SF",0.25,TRUE,3
"mammalia-baboon-association-group10","adjacency","largest_component","SF",10,3,"sbm, SF, Spatial",0.6,FALSE,1
"mammalia-baboon-association-group11","adjacency","largest_component","SF",8,2,"ER, SF",0.75,FALSE,1
"mammalia-baboon-association-group19","adjacency","largest_component","SF",2,1,"SF",0.5,TRUE,1
"mammalia-baboon-association-group20","adjacency","largest_component","ER",9,4,"ER, sbm, SF, Spatial",0.111111111111111,FALSE,1
"mammalia-baboon-association-group23","adjacency","largest_component","SF",4,1,"SF",0.5,TRUE,2
"mammalia-baboon-association-group27","adjacency","largest_component","ER",6,2,"ER, SF",0.166666666666667,FALSE,1
"mammalia-baboon-association-group28","adjacency","largest_component","ER",3,1,"ER",0.333333333333333,TRUE,2
"mammalia-baboon-association-group29","adjacency","largest_component","ER",4,2,"ER, SF",0.25,FALSE,1
"mammalia-baboon-grooming-group03","adjacency","largest_component","SF",6,2,"sbm, SF",0.666666666666667,FALSE,1
"mammalia-baboon-grooming-group07","adjacency","largest_component","ER",7,3,"ER, sbm, SF",0.285714285714286,FALSE,0
"mammalia-baboon-grooming-group08","adjacency","largest_component","SF",3,1,"SF",0.333333333333333,TRUE,2
"mammalia-baboon-grooming-group09","adjacency","largest_component","ER",1,1,"ER",1,TRUE,0
"mammalia-baboon-grooming-group10","adjacency","largest_component","sbm",8,3,"sbm, SF, Spatial",0.125,FALSE,0
"mammalia-baboon-grooming-group11","adjacency","largest_component","ER",3,1,"ER",0.333333333333333,TRUE,2
"mammalia-baboon-grooming-group19","adjacency","largest_component","sbm",6,2,"sbm, SF",0.166666666666667,FALSE,3
"mammalia-baboon-grooming-group20","adjacency","largest_component","sbm",7,2,"sbm, SF",0.142857142857143,FALSE,1
"mammalia-baboon-grooming-group23","adjacency","largest_component","SF",4,1,"SF",0.5,TRUE,2
"mammalia-baboon-grooming-group25","adjacency","largest_component","ER",1,1,"ER",1,TRUE,0
"mammalia-baboon-grooming-group26","adjacency","largest_component","SF",3,1,"SF",0.333333333333333,TRUE,2
"mammalia-baboon-grooming-group27","adjacency","largest_component","SF",7,2,"SF, Spatial",0.857142857142857,FALSE,0
"mammalia-baboon-grooming-group28","adjacency","largest_component","ER",4,2,"ER, Spatial",0.25,FALSE,2
"mammalia-baboon-grooming-group29","adjacency","largest_component","sbm",8,2,"sbm, Spatial",0.5,FALSE,0
"mammalia-dolphin-florida-forage","adjacency","largest_component","Spatial",10,2,"SF, Spatial",0.9,FALSE,0
"mammalia-dolphin-florida-overall","adjacency","largest_component","SF",10,3,"ER, SF, Spatial",0.1,FALSE,0
"mammalia-dolphin-florida-social","adjacency","largest_component","Spatial",10,1,"Spatial",1,TRUE,0
"mammalia-dolphin-floridatravel","adjacency","largest_component","Spatial",10,2,"Spatial, SW",0.9,FALSE,0
"mammalia-dolphin-social","adjacency","largest_component","SW",8,3,"SF, Spatial, SW",0.125,FALSE,0
"mammalia-hyena-networka","adjacency","largest_component","Spatial",10,1,"Spatial",1,TRUE,0
"mammalia-hyena-networkb","adjacency","largest_component","Spatial",9,2,"Spatial, SW",0.888888888888889,FALSE,0
"mammalia-hyena-networkc","adjacency","largest_component","Spatial",10,1,"Spatial",1,TRUE,0
