"graph_name","weight_method","component_mode","threshold_quant","threshold","n_nodes","n_edges","baseline_class","predicted_class","is_baseline","matches_baseline"
"insecta-ant-trophallaxis-colony1-day8","adjacency","full_network","80%",0.125,20,20,"ER",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony1-day8","adjacency","largest_component","80%",0.125,8,8,"ER","SW",FALSE,FALSE
"insecta-ant-trophallaxis-colony1-day8","adjacency","full_network","90%",0.187272727272727,11,7,"ER",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony1-day8","adjacency","largest_component","90%",0.187272727272727,4,3,"ER",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony1","adjacency","full_network","0%",0,41,256,"SF","SF",TRUE,TRUE
"insecta-ant-trophallaxis-colony1","adjacency","largest_component","0%",0,41,256,"SF","SF",TRUE,TRUE
"insecta-ant-trophallaxis-colony1","adjacency","full_network","10%",0.0833333333333333,39,231,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony1","adjacency","largest_component","10%",0.0833333333333333,39,231,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony1","adjacency","full_network","20%",0.136363636363636,38,206,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony1","adjacency","largest_component","20%",0.136363636363636,38,206,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony1","adjacency","full_network","30%",0.166666666666667,38,180,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony1","adjacency","largest_component","30%",0.166666666666667,38,180,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony1","adjacency","full_network","40%",0.192307692307692,35,157,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony1","adjacency","largest_component","40%",0.192307692307692,35,157,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony1","adjacency","full_network","50%",0.217391304347826,33,129,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony1","adjacency","largest_component","50%",0.217391304347826,33,129,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony1","adjacency","full_network","60%",0.24,30,106,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony1","adjacency","largest_component","60%",0.24,30,106,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony1","adjacency","full_network","70%",0.272546419098143,27,77,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony1","adjacency","largest_component","70%",0.272546419098143,27,77,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony1","adjacency","full_network","80%",0.307692307692308,23,52,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony1","adjacency","largest_component","80%",0.307692307692308,23,52,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony1","adjacency","full_network","90%",0.347826086956522,22,29,"SF",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony1","adjacency","largest_component","90%",0.347826086956522,19,27,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2-day1","adjacency","full_network","0%",0,26,36,"SF","SF",TRUE,TRUE
"insecta-ant-trophallaxis-colony2-day1","adjacency","largest_component","0%",0,26,36,"SF","SF",TRUE,TRUE
"insecta-ant-trophallaxis-colony2-day1","adjacency","full_network","60%",0.1,11,14,"SF",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day1","adjacency","largest_component","60%",0.1,8,11,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2-day1","adjacency","full_network","70%",0.125,11,13,"SF",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day1","adjacency","largest_component","70%",0.125,5,7,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2-day1","adjacency","full_network","80%",0.142857142857143,11,10,"SF",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day1","adjacency","largest_component","80%",0.142857142857143,5,4,"SF","ER",FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day1","adjacency","full_network","90%",0.2,8,5,"SF",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day1","adjacency","largest_component","90%",0.2,4,3,"SF",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day2","adjacency","full_network","0%",0,24,30,"ER","ER",TRUE,TRUE
"insecta-ant-trophallaxis-colony2-day2","adjacency","largest_component","0%",0,24,30,"ER","ER",TRUE,TRUE
"insecta-ant-trophallaxis-colony2-day2","adjacency","full_network","90%",0.0111111111111113,3,3,"ER",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day2","adjacency","largest_component","90%",0.0111111111111113,3,3,"ER",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day3","adjacency","full_network","0%",0,28,45,"ER","ER",TRUE,TRUE
"insecta-ant-trophallaxis-colony2-day3","adjacency","largest_component","0%",0,28,45,"ER","ER",TRUE,TRUE
"insecta-ant-trophallaxis-colony2-day3","adjacency","full_network","80%",0.0200000000000003,7,9,"ER","SF",FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day3","adjacency","largest_component","80%",0.0200000000000003,7,9,"ER","SF",FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day3","adjacency","full_network","90%",0.111111111111111,7,8,"ER","SF",FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day3","adjacency","largest_component","90%",0.111111111111111,7,8,"ER","SF",FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day4","adjacency","full_network","0%",0,25,37,"SF","SF",TRUE,TRUE
"insecta-ant-trophallaxis-colony2-day4","adjacency","largest_component","0%",0,25,37,"SF","SF",TRUE,TRUE
"insecta-ant-trophallaxis-colony2-day4","adjacency","full_network","70%",0.0909090909090909,8,12,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2-day4","adjacency","largest_component","70%",0.0909090909090909,8,12,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2-day4","adjacency","full_network","80%",0.122222222222222,7,8,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2-day4","adjacency","largest_component","80%",0.122222222222222,7,8,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2-day4","adjacency","full_network","90%",0.166666666666667,6,5,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2-day4","adjacency","largest_component","90%",0.166666666666667,6,5,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2-day5","adjacency","full_network","0%",0,30,32,"ER","ER",TRUE,TRUE
"insecta-ant-trophallaxis-colony2-day5","adjacency","largest_component","0%",0,30,32,"ER","ER",TRUE,TRUE
"insecta-ant-trophallaxis-colony2-day6","adjacency","full_network","0%",0,33,46,"SF","SF",TRUE,TRUE
"insecta-ant-trophallaxis-colony2-day6","adjacency","largest_component","0%",0,33,46,"SF","SF",TRUE,TRUE
"insecta-ant-trophallaxis-colony2-day6","adjacency","full_network","90%",0.118055555555556,6,5,"SF",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day6","adjacency","largest_component","90%",0.118055555555556,3,2,"SF",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day7","adjacency","full_network","0%",0,31,52,"SF","SF",TRUE,TRUE
"insecta-ant-trophallaxis-colony2-day7","adjacency","largest_component","0%",0,31,52,"SF","SF",TRUE,TRUE
"insecta-ant-trophallaxis-colony2-day7","adjacency","full_network","60%",0.0678571428571429,14,21,"SF","sbm",FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day7","adjacency","largest_component","60%",0.0678571428571429,14,21,"SF","sbm",FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day7","adjacency","full_network","70%",0.0886363636363637,13,16,"SF",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day7","adjacency","largest_component","70%",0.0886363636363637,9,11,"SF","sbm",FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day7","adjacency","full_network","80%",0.111111111111111,12,13,"SF",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day7","adjacency","largest_component","80%",0.111111111111111,9,10,"SF","sbm",FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day7","adjacency","full_network","90%",0.166666666666667,11,7,"SF",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day7","adjacency","largest_component","90%",0.166666666666667,3,2,"SF",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day8","adjacency","full_network","0%",0,27,48,"SF","SF",TRUE,TRUE
"insecta-ant-trophallaxis-colony2-day8","adjacency","largest_component","0%",0,27,48,"SF","SF",TRUE,TRUE
"insecta-ant-trophallaxis-colony2-day8","adjacency","full_network","50%",0.0454545454545455,15,24,"SF",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day8","adjacency","largest_component","50%",0.0454545454545455,12,21,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2-day8","adjacency","full_network","60%",0.1,15,21,"SF",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day8","adjacency","largest_component","60%",0.1,12,18,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2-day8","adjacency","full_network","70%",0.123611111111111,14,15,"SF",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day8","adjacency","largest_component","70%",0.123611111111111,11,13,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2-day8","adjacency","full_network","80%",0.135714285714286,10,10,"SF","SW",FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day8","adjacency","largest_component","80%",0.135714285714286,10,10,"SF","SW",FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day8","adjacency","full_network","90%",0.206666666666667,8,5,"SF",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony2-day8","adjacency","largest_component","90%",0.206666666666667,4,3,"SF",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony2","adjacency","full_network","0%",0,39,245,"SF","SF",TRUE,TRUE
"insecta-ant-trophallaxis-colony2","adjacency","largest_component","0%",0,39,245,"SF","SF",TRUE,TRUE
"insecta-ant-trophallaxis-colony2","adjacency","full_network","10%",0.142857142857143,35,224,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2","adjacency","largest_component","10%",0.142857142857143,35,224,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2","adjacency","full_network","20%",0.184511784511785,35,196,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2","adjacency","largest_component","20%",0.184511784511785,35,196,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2","adjacency","full_network","30%",0.217391304347826,35,174,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2","adjacency","largest_component","30%",0.217391304347826,35,174,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2","adjacency","full_network","40%",0.24,34,149,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2","adjacency","largest_component","40%",0.24,34,149,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2","adjacency","full_network","50%",0.259259259259259,33,127,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2","adjacency","largest_component","50%",0.259259259259259,33,127,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2","adjacency","full_network","60%",0.285714285714286,30,101,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2","adjacency","largest_component","60%",0.285714285714286,30,101,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2","adjacency","full_network","70%",0.311538461538462,30,74,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2","adjacency","largest_component","70%",0.311538461538462,30,74,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2","adjacency","full_network","80%",0.333333333333333,27,55,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2","adjacency","largest_component","80%",0.333333333333333,27,55,"SF","SF",FALSE,TRUE
"insecta-ant-trophallaxis-colony2","adjacency","full_network","90%",0.373148148148148,23,25,"SF",NA,FALSE,FALSE
"insecta-ant-trophallaxis-colony2","adjacency","largest_component","90%",0.373148148148148,20,23,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c1-period-1","adjacency","full_network","0%",0.0476190476190476,30,185,"sbm","sbm",TRUE,TRUE
"insecta-beetle-group-c1-period-1","adjacency","largest_component","0%",0.0476190476190476,30,185,"sbm","sbm",TRUE,TRUE
"insecta-beetle-group-c1-period-1","adjacency","full_network","10%",0.125,30,167,"sbm","SF",FALSE,FALSE
"insecta-beetle-group-c1-period-1","adjacency","largest_component","10%",0.125,30,167,"sbm","SF",FALSE,FALSE
"insecta-beetle-group-c1-period-1","adjacency","full_network","20%",0.165333333333333,29,148,"sbm","SF",FALSE,FALSE
"insecta-beetle-group-c1-period-1","adjacency","largest_component","20%",0.165333333333333,29,148,"sbm","SF",FALSE,FALSE
"insecta-beetle-group-c1-period-1","adjacency","full_network","30%",0.211899313501144,28,129,"sbm","SF",FALSE,FALSE
"insecta-beetle-group-c1-period-1","adjacency","largest_component","30%",0.211899313501144,28,129,"sbm","SF",FALSE,FALSE
"insecta-beetle-group-c1-period-1","adjacency","full_network","40%",0.245238095238095,28,111,"sbm","SF",FALSE,FALSE
"insecta-beetle-group-c1-period-1","adjacency","largest_component","40%",0.245238095238095,28,111,"sbm","SF",FALSE,FALSE
"insecta-beetle-group-c1-period-1","adjacency","full_network","50%",0.272727272727273,27,94,"sbm","SF",FALSE,FALSE
"insecta-beetle-group-c1-period-1","adjacency","largest_component","50%",0.272727272727273,27,94,"sbm","SF",FALSE,FALSE
"insecta-beetle-group-c1-period-1","adjacency","full_network","60%",0.3,26,76,"sbm","SF",FALSE,FALSE
"insecta-beetle-group-c1-period-1","adjacency","largest_component","60%",0.3,26,76,"sbm","SF",FALSE,FALSE
"insecta-beetle-group-c1-period-1","adjacency","full_network","70%",0.333333333333333,25,62,"sbm","SF",FALSE,FALSE
"insecta-beetle-group-c1-period-1","adjacency","largest_component","70%",0.333333333333333,25,62,"sbm","SF",FALSE,FALSE
"insecta-beetle-group-c1-period-1","adjacency","full_network","80%",0.368421052631579,21,38,"sbm","SF",FALSE,FALSE
"insecta-beetle-group-c1-period-1","adjacency","largest_component","80%",0.368421052631579,21,38,"sbm","SF",FALSE,FALSE
"insecta-beetle-group-c1-period-1","adjacency","full_network","90%",0.425563909774436,14,19,"sbm","SF",FALSE,FALSE
"insecta-beetle-group-c1-period-1","adjacency","largest_component","90%",0.425563909774436,14,19,"sbm","SF",FALSE,FALSE
"insecta-beetle-group-c1-period-2","adjacency","full_network","0%",0,30,207,"SF","SF",TRUE,TRUE
"insecta-beetle-group-c1-period-2","adjacency","largest_component","0%",0,30,207,"SF","SF",TRUE,TRUE
"insecta-beetle-group-c1-period-2","adjacency","full_network","10%",0.173913043478261,28,188,"SF","sbm",FALSE,FALSE
"insecta-beetle-group-c1-period-2","adjacency","largest_component","10%",0.173913043478261,28,188,"SF","sbm",FALSE,FALSE
"insecta-beetle-group-c1-period-2","adjacency","full_network","20%",0.230769230769231,28,167,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c1-period-2","adjacency","largest_component","20%",0.230769230769231,28,167,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c1-period-2","adjacency","full_network","30%",0.278545454545455,27,145,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c1-period-2","adjacency","largest_component","30%",0.278545454545455,27,145,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c1-period-2","adjacency","full_network","40%",0.318181818181818,27,125,"SF","Spatial",FALSE,FALSE
"insecta-beetle-group-c1-period-2","adjacency","largest_component","40%",0.318181818181818,27,125,"SF","Spatial",FALSE,FALSE
"insecta-beetle-group-c1-period-2","adjacency","full_network","50%",0.346153846153846,25,107,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c1-period-2","adjacency","largest_component","50%",0.346153846153846,25,107,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c1-period-2","adjacency","full_network","60%",0.380952380952381,24,84,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c1-period-2","adjacency","largest_component","60%",0.380952380952381,24,84,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c1-period-2","adjacency","full_network","70%",0.409090909090909,22,63,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c1-period-2","adjacency","largest_component","70%",0.409090909090909,22,63,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c1-period-2","adjacency","full_network","80%",0.454545454545455,19,44,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c1-period-2","adjacency","largest_component","80%",0.454545454545455,19,44,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c1-period-2","adjacency","full_network","90%",0.5,15,24,"SF",NA,FALSE,FALSE
"insecta-beetle-group-c1-period-2","adjacency","largest_component","90%",0.5,13,23,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-1","adjacency","full_network","0%",0,27,117,"SF","SF",TRUE,TRUE
"insecta-beetle-group-c2-period-1","adjacency","largest_component","0%",0,27,117,"SF","SF",TRUE,TRUE
"insecta-beetle-group-c2-period-1","adjacency","full_network","10%",0.0695238095238095,26,105,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-1","adjacency","largest_component","10%",0.0695238095238095,26,105,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-1","adjacency","full_network","20%",0.112418300653595,26,93,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-1","adjacency","largest_component","20%",0.112418300653595,26,93,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-1","adjacency","full_network","30%",0.142857142857143,26,83,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-1","adjacency","largest_component","30%",0.142857142857143,26,83,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-1","adjacency","full_network","40%",0.176470588235294,24,71,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-1","adjacency","largest_component","40%",0.176470588235294,24,71,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-1","adjacency","full_network","50%",0.1875,23,61,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-1","adjacency","largest_component","50%",0.1875,23,61,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-1","adjacency","full_network","60%",0.227272727272727,23,48,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-1","adjacency","largest_component","60%",0.227272727272727,23,48,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-1","adjacency","full_network","70%",0.266666666666667,22,37,"SF",NA,FALSE,FALSE
"insecta-beetle-group-c2-period-1","adjacency","largest_component","70%",0.266666666666667,20,36,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-1","adjacency","full_network","80%",0.31417004048583,19,24,"SF",NA,FALSE,FALSE
"insecta-beetle-group-c2-period-1","adjacency","largest_component","80%",0.31417004048583,15,22,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-1","adjacency","full_network","90%",0.35974025974026,14,12,"SF",NA,FALSE,FALSE
"insecta-beetle-group-c2-period-1","adjacency","largest_component","90%",0.35974025974026,10,10,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-2","adjacency","full_network","0%",0,30,195,"SF","SF",TRUE,TRUE
"insecta-beetle-group-c2-period-2","adjacency","largest_component","0%",0,30,195,"SF","SF",TRUE,TRUE
"insecta-beetle-group-c2-period-2","adjacency","full_network","10%",0.203333333333333,29,175,"SF","sbm",FALSE,FALSE
"insecta-beetle-group-c2-period-2","adjacency","largest_component","10%",0.203333333333333,29,175,"SF","sbm",FALSE,FALSE
"insecta-beetle-group-c2-period-2","adjacency","full_network","20%",0.248,29,156,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-2","adjacency","largest_component","20%",0.248,29,156,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-2","adjacency","full_network","30%",0.28,29,137,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-2","adjacency","largest_component","30%",0.28,29,137,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-2","adjacency","full_network","40%",0.304347826086957,28,119,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-2","adjacency","largest_component","40%",0.304347826086957,28,119,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-2","adjacency","full_network","50%",0.333333333333333,28,104,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-2","adjacency","largest_component","50%",0.333333333333333,28,104,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-2","adjacency","full_network","60%",0.36555023923445,27,78,"SF",NA,FALSE,FALSE
"insecta-beetle-group-c2-period-2","adjacency","largest_component","60%",0.36555023923445,23,76,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-2","adjacency","full_network","70%",0.4,24,60,"SF",NA,FALSE,FALSE
"insecta-beetle-group-c2-period-2","adjacency","largest_component","70%",0.4,20,58,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-2","adjacency","full_network","80%",0.428571428571429,19,43,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-2","adjacency","largest_component","80%",0.428571428571429,19,43,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-2","adjacency","full_network","90%",0.478260869565217,17,22,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c2-period-2","adjacency","largest_component","90%",0.478260869565217,17,22,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c3-period-1","adjacency","full_network","0%",0,28,131,"ER","ER",TRUE,TRUE
"insecta-beetle-group-c3-period-1","adjacency","largest_component","0%",0,28,131,"ER","ER",TRUE,TRUE
"insecta-beetle-group-c3-period-1","adjacency","full_network","10%",0.105263157894737,26,118,"ER","ER",FALSE,TRUE
"insecta-beetle-group-c3-period-1","adjacency","largest_component","10%",0.105263157894737,26,118,"ER","ER",FALSE,TRUE
"insecta-beetle-group-c3-period-1","adjacency","full_network","20%",0.133333333333333,26,109,"ER","sbm",FALSE,FALSE
"insecta-beetle-group-c3-period-1","adjacency","largest_component","20%",0.133333333333333,26,109,"ER","sbm",FALSE,FALSE
"insecta-beetle-group-c3-period-1","adjacency","full_network","30%",0.173913043478261,25,92,"ER","SF",FALSE,FALSE
"insecta-beetle-group-c3-period-1","adjacency","largest_component","30%",0.173913043478261,25,92,"ER","SF",FALSE,FALSE
"insecta-beetle-group-c3-period-1","adjacency","full_network","40%",0.2,25,79,"ER","SF",FALSE,FALSE
"insecta-beetle-group-c3-period-1","adjacency","largest_component","40%",0.2,25,79,"ER","SF",FALSE,FALSE
"insecta-beetle-group-c3-period-1","adjacency","full_network","50%",0.222222222222222,23,68,"ER","SF",FALSE,FALSE
"insecta-beetle-group-c3-period-1","adjacency","largest_component","50%",0.222222222222222,23,68,"ER","SF",FALSE,FALSE
"insecta-beetle-group-c3-period-1","adjacency","full_network","60%",0.25,23,52,"ER",NA,FALSE,FALSE
"insecta-beetle-group-c3-period-1","adjacency","largest_component","60%",0.25,21,51,"ER","SF",FALSE,FALSE
"insecta-beetle-group-c3-period-1","adjacency","full_network","70%",0.294117647058824,20,42,"ER",NA,FALSE,FALSE
"insecta-beetle-group-c3-period-1","adjacency","largest_component","70%",0.294117647058824,18,41,"ER","sbm",FALSE,FALSE
"insecta-beetle-group-c3-period-1","adjacency","full_network","80%",0.333333333333333,17,30,"ER","SF",FALSE,FALSE
"insecta-beetle-group-c3-period-1","adjacency","largest_component","80%",0.333333333333333,17,30,"ER","SF",FALSE,FALSE
"insecta-beetle-group-c3-period-1","adjacency","full_network","90%",0.388888888888889,11,15,"ER","SF",FALSE,FALSE
"insecta-beetle-group-c3-period-1","adjacency","largest_component","90%",0.388888888888889,11,15,"ER","SF",FALSE,FALSE
"insecta-beetle-group-c3-period-2","adjacency","full_network","0%",0,29,174,"SF","SF",TRUE,TRUE
"insecta-beetle-group-c3-period-2","adjacency","largest_component","0%",0,29,174,"SF","SF",TRUE,TRUE
"insecta-beetle-group-c3-period-2","adjacency","full_network","10%",0.181818181818182,27,158,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c3-period-2","adjacency","largest_component","10%",0.181818181818182,27,158,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c3-period-2","adjacency","full_network","20%",0.222222222222222,26,142,"SF","ER",FALSE,FALSE
"insecta-beetle-group-c3-period-2","adjacency","largest_component","20%",0.222222222222222,26,142,"SF","ER",FALSE,FALSE
"insecta-beetle-group-c3-period-2","adjacency","full_network","30%",0.25,26,128,"SF","Spatial",FALSE,FALSE
"insecta-beetle-group-c3-period-2","adjacency","largest_component","30%",0.25,26,128,"SF","Spatial",FALSE,FALSE
"insecta-beetle-group-c3-period-2","adjacency","full_network","40%",0.300869565217391,24,104,"SF","Spatial",FALSE,FALSE
"insecta-beetle-group-c3-period-2","adjacency","largest_component","40%",0.300869565217391,24,104,"SF","Spatial",FALSE,FALSE
"insecta-beetle-group-c3-period-2","adjacency","full_network","50%",0.333333333333333,23,88,"SF","Spatial",FALSE,FALSE
"insecta-beetle-group-c3-period-2","adjacency","largest_component","50%",0.333333333333333,23,88,"SF","Spatial",FALSE,FALSE
"insecta-beetle-group-c3-period-2","adjacency","full_network","60%",0.361497326203209,20,70,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c3-period-2","adjacency","largest_component","60%",0.361497326203209,20,70,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c3-period-2","adjacency","full_network","70%",0.4,20,53,"SF","Spatial",FALSE,FALSE
"insecta-beetle-group-c3-period-2","adjacency","largest_component","70%",0.4,20,53,"SF","Spatial",FALSE,FALSE
"insecta-beetle-group-c3-period-2","adjacency","full_network","80%",0.440869565217391,17,35,"SF",NA,FALSE,FALSE
"insecta-beetle-group-c3-period-2","adjacency","largest_component","80%",0.440869565217391,13,33,"SF","Spatial",FALSE,FALSE
"insecta-beetle-group-c3-period-2","adjacency","full_network","90%",0.5,15,23,"SF",NA,FALSE,FALSE
"insecta-beetle-group-c3-period-2","adjacency","largest_component","90%",0.5,11,21,"SF","SF",FALSE,TRUE
"insecta-beetle-group-c4-period-1","adjacency","full_network","0%",0,30,138,"sbm","sbm",TRUE,TRUE
"insecta-beetle-group-c4-period-1","adjacency","largest_component","0%",0,30,138,"sbm","sbm",TRUE,TRUE
"insecta-beetle-group-c4-period-1","adjacency","full_network","10%",0.0625,29,125,"sbm","sbm",FALSE,TRUE
"insecta-beetle-group-c4-period-1","adjacency","largest_component","10%",0.0625,29,125,"sbm","sbm",FALSE,TRUE
"insecta-beetle-group-c4-period-1","adjacency","full_network","20%",0.111111111111111,27,111,"sbm","ER",FALSE,FALSE
"insecta-beetle-group-c4-period-1","adjacency","largest_component","20%",0.111111111111111,27,111,"sbm","ER",FALSE,FALSE
"insecta-beetle-group-c4-period-1","adjacency","full_network","30%",0.157894736842105,27,97,"sbm",NA,FALSE,FALSE
"insecta-beetle-group-c4-period-1","adjacency","largest_component","30%",0.157894736842105,25,96,"sbm","Spatial",FALSE,FALSE
"insecta-beetle-group-c4-period-1","adjacency","full_network","40%",0.198095238095238,25,83,"sbm",NA,FALSE,FALSE
"insecta-beetle-group-c4-period-1","adjacency","largest_component","40%",0.198095238095238,23,82,"sbm","Spatial",FALSE,FALSE
"insecta-beetle-group-c4-period-1","adjacency","full_network","50%",0.224747474747475,24,69,"sbm",NA,FALSE,FALSE
"insecta-beetle-group-c4-period-1","adjacency","largest_component","50%",0.224747474747475,22,68,"sbm","Spatial",FALSE,FALSE
"insecta-beetle-group-c4-period-1","adjacency","full_network","60%",0.263157894736842,21,56,"sbm","Spatial",FALSE,FALSE
