"Graph.Name","Captive","Interaction_type","Data_collection","Species","Data_duration_days","Class","target","Predicted_classes"
"mammalia-voles-plj-trapping-21","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-21","Scale-Free"
"mammalia-voles-plj-trapping-22","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-22","Geometric Graphs"
"mammalia-voles-plj-trapping-23","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-23","Geometric Graphs"
"mammalia-voles-plj-trapping-24","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-24","Geometric Graphs"
"mammalia-voles-plj-trapping-25","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-25","Geometric Graphs"
"mammalia-voles-plj-trapping-26","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-26","Geometric Graphs"
"mammalia-voles-plj-trapping-27","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-27","Geometric Graphs"
"mammalia-voles-plj-trapping-28","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-28","Scale-Free"
"mammalia-voles-plj-trapping-31","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-31","Scale-Free"
"mammalia-voles-plj-trapping-45","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-45","Scale-Free"
"mammalia-voles-plj-trapping-46","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-46","Scale-Free"
"mammalia-voles-plj-trapping-47","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-47","Scale-Free"
"mammalia-voles-plj-trapping-48","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-48","Stochastic-Block-Model"
"mammalia-voles-plj-trapping-49","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-49","Scale-Free"
"mammalia-voles-plj-trapping-59","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-59","Geometric Graphs"
"mammalia-voles-plj-trapping-60","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-60","Scale-Free"
"mammalia-voles-plj-trapping-61","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping-61","Scale-Free"
"mammalia-voles-plj-trapping","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-plj-trapping","Small-World"
"mammalia-voles-rob-trapping-02","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-02","Scale-Free"
"mammalia-voles-rob-trapping-03","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-03","Scale-Free"
"mammalia-voles-rob-trapping-04","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-04","Scale-Free"
"mammalia-voles-rob-trapping-05","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-05","Scale-Free"
"mammalia-voles-rob-trapping-06","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-06","Geometric Graphs"
"mammalia-voles-rob-trapping-07","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-07","Scale-Free"
"mammalia-voles-rob-trapping-10","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-10","Small-World"
"mammalia-voles-rob-trapping-11","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-11","Geometric Graphs"
"mammalia-voles-rob-trapping-12","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-12","Small-World"
"mammalia-voles-rob-trapping-13","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-13","Geometric Graphs"
"mammalia-voles-rob-trapping-14","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-14","Geometric Graphs"
"mammalia-voles-rob-trapping-16","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-16","Stochastic-Block-Model"
"mammalia-voles-rob-trapping-17","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-17","Geometric Graphs"
"mammalia-voles-rob-trapping-18","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-18","Geometric Graphs"
"mammalia-voles-rob-trapping-20","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-20","Small-World"
"mammalia-voles-rob-trapping-21","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-21","Scale-Free"
"mammalia-voles-rob-trapping-22","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-22","Geometric Graphs"
"mammalia-voles-rob-trapping-23","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-23","Geometric Graphs"
"mammalia-voles-rob-trapping-24","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-24","Scale-Free"
"mammalia-voles-rob-trapping-25","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-25","Geometric Graphs"
"mammalia-voles-rob-trapping-27","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-27","Scale-Free"
"mammalia-voles-rob-trapping-28","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-28","Small-World"
"mammalia-voles-rob-trapping-29","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-29","Scale-Free"
"mammalia-voles-rob-trapping-30","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-30","Geometric Graphs"
"mammalia-voles-rob-trapping-31","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-31","Scale-Free"
"mammalia-voles-rob-trapping-45","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-45","Geometric Graphs"
"mammalia-voles-rob-trapping-46","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-46","Geometric Graphs"
"mammalia-voles-rob-trapping-47","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-47","Geometric Graphs"
"mammalia-voles-rob-trapping-48","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-48","Scale-Free"
"mammalia-voles-rob-trapping-49","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-49","Geometric Graphs"
"mammalia-voles-rob-trapping-50","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-50","Geometric Graphs"
"mammalia-voles-rob-trapping-52","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-52","Geometric Graphs"
"mammalia-voles-rob-trapping-57","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-57","Scale-Free"
"mammalia-voles-rob-trapping-58","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-58","Scale-Free"
"mammalia-voles-rob-trapping-59","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-59","Scale-Free"
"mammalia-voles-rob-trapping-60","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-60","Small-World"
"mammalia-voles-rob-trapping-61","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-61","Small-World"
"mammalia-voles-rob-trapping-62","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-62","Stochastic-Block-Model"
"mammalia-voles-rob-trapping-63","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping-63","Stochastic-Block-Model"
"mammalia-voles-rob-trapping","No","Social_projection_bipartite","mark_recapture","Microtus_agrestis",6,"Mammalia","mammalia-voles-rob-trapping","Small-World"
"mammalia-zebra-interaction","No","Group_membership","survey_scan","Equus_grevyi",90,"Mammalia","mammalia-zebra-interaction","Geometric Graphs"
"reptilia-lizard-network-social","No","Spatial_proximity","logger","Tiliqua rugosa",120,"Reptilia","reptilia-lizard-network-social","Geometric Graphs"
"reptilia-tortoise-network-bsv-1997","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-bsv-1997","Geometric Graphs"
"reptilia-tortoise-network-bsv-1998","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-bsv-1998","Geometric Graphs"
"reptilia-tortoise-network-bsv-1999","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-bsv-1999","Geometric Graphs"
"reptilia-tortoise-network-bsv","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-bsv","Geometric Graphs"
"reptilia-tortoise-network-cs-2007","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-cs-2007","Scale-Free"
"reptilia-tortoise-network-cs-2008","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-cs-2008","Geometric Graphs"
"reptilia-tortoise-network-cs-2010","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-cs-2010","Scale-Free"
"reptilia-tortoise-network-cs","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-cs","Scale-Free"
"reptilia-tortoise-network-fi-2008","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-fi-2008","Geometric Graphs"
"reptilia-tortoise-network-fi-2009","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-fi-2009","Scale-Free"
"reptilia-tortoise-network-fi-2010","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-fi-2010","Scale-Free"
"reptilia-tortoise-network-fi-2011","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-fi-2011","Small-World"
"reptilia-tortoise-network-fi-2012","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-fi-2012","Scale-Free"
"reptilia-tortoise-network-fi-2013","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-fi-2013","Geometric Graphs"
"reptilia-tortoise-network-fi","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-fi","Geometric Graphs"
"reptilia-tortoise-network-lm-1998","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-lm-1998","Scale-Free"
"reptilia-tortoise-network-lm-1999","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-lm-1999","Scale-Free"
"reptilia-tortoise-network-lm","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-lm","Scale-Free"
"reptilia-tortoise-network-mc","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-mc","Scale-Free"
"reptilia-tortoise-network-pv-2012","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-pv-2012","Scale-Free"
"reptilia-tortoise-network-pv","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-pv","Scale-Free"
"reptilia-tortoise-network-sg-1999","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-sg-1999","Geometric Graphs"
"reptilia-tortoise-network-sg","No","Social_projection_bipartite","RFID","Gopherus_agassizii",284,"Reptilia","reptilia-tortoise-network-sg","Geometric Graphs"
